Year,Serie,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2018,AES,,TIT,,,,,Mendexa,Por 1.000 habitantes,Mendexa,2.1
2019,AES,,TIT,,,,,Mendexa,Por 1.000 habitantes,Mendexa,4.2
2020,AES,,TIT,,,,,Mendexa,Por 1.000 habitantes,Mendexa,8.7
2021,AES,,TIT,,,,,Mendexa,Por 1.000 habitantes,Mendexa,6.7
2022,AES,,TIT,,,,,Mendexa,Por 1.000 habitantes,Mendexa,11.1
2010,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2011,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2012,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,1.4
2013,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,1.4
2014,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,1.4
2015,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2016,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2017,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2018,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,1.4
2019,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2020,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2021,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,1.4
2022,AES,,TIT,,,,,Meñaka,Por 1.000 habitantes,Meñaka,1.4
2010,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,6.0
2011,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,7.7
2012,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,7.9
2013,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,9.1
2014,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,10.0
2015,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,10.0
2016,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,12.7
2017,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,11.5
2018,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,13.9
2019,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,13.9
2020,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,12.7
2021,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,15.6
2022,AES,,TIT,,,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,14.6
2010,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,4.8
2011,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2012,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,7.2
2013,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,7.1
2014,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2015,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2016,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2017,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2018,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2019,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,0.0
2020,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,2.5
2021,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,4.7
2022,AES,,TIT,,,,,Morga,Por 1.000 habitantes,Morga,2.3
2010,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,3.4
2011,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,4.8
2012,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,4.1
2013,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,4.1
2014,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,1.4
2015,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,4.9
2016,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,6.3
2017,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,8.9
2018,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,6.1
2019,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,6.0
2020,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,6.7
2021,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,6.8
2022,AES,,TIT,,,,,Muxika,Por 1.000 habitantes,Muxika,7.4
2010,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,7.8
2011,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,4.2
2012,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,4.7
2013,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,5.3
2014,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,8.0
2015,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,5.9
2016,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,5.4
2017,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,6.6
2018,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,8.2
2019,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,6.0
2020,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,8.6
2021,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,4.8
2022,AES,,TIT,,,,,Mundaka,Por 1.000 habitantes,Mundaka,5.9
2010,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,7.2
2011,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,7.4
2012,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,7.4
2013,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,9.8
2014,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,10.3
2015,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,9.9
2016,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,9.0
2017,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,7.5
2018,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,6.6
2019,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,6.4
2020,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,9.4
2021,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,8.3
2022,AES,,TIT,,,,,Mungia,Por 1.000 habitantes,Mungia,8.4
2010,AES,,TIT,,,,ES4807,,Por 1.000 habitantes,ES4807,5.1
2011,AES,,TIT,,,,ES4807,,Por 1.000 habitantes,ES4807,5.1
2012,AES,,TIT,,,,ES4807,,Por 1.000 habitantes,ES4807,5.5
