Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,Consumo de agua por habitante y día,,,Aia,Litros per cápita diario,Aia,156.4
2017,Consumo de agua por habitante y día,,,Aia,Litros per cápita diario,Aia,154.2
2012,Consumo de agua por habitante y día,,,Aia,Litros per cápita diario,Aia,158.0
2017,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,207.6
2012,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,333.4
2018,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,216.9
2011,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,362.3
2014,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,211.7
2016,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,211.7
2015,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,211.4
2019,Consumo de agua por habitante y día,,,Aizarnazabal,Litros per cápita diario,Aizarnazabal,223.0
2014,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,117.4
2011,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,198.3
2015,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,165.5
2017,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,174.5
2019,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,162.0
2016,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,175.2
2012,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,118.4
2018,Consumo de agua por habitante y día,,,Ajangiz,Litros per cápita diario,Ajangiz,171.4
2017,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,187.9
2011,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,212.2
2019,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,207.5
2018,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,240.6
2016,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,191.0
2012,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,207.1
2014,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,216.0
2015,Consumo de agua por habitante y día,,,Albiztur,Litros per cápita diario,Albiztur,196.7
2017,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,150.4
2015,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,146.9
2016,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,151.4
2014,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,157.8
2012,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,157.7
2018,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,149.6
2011,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,199.5
2019,Consumo de agua por habitante y día,,,Alegia,Litros per cápita diario,Alegia,150.1
2015,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,126.8
2019,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,124.7
2017,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,130.2
2016,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,127.6
2014,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,124.2
2012,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,139.2
2018,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,135.0
2011,Consumo de agua por habitante y día,,,Alegría-Dulantzi,Litros per cápita diario,Alegría-Dulantzi,139.2
2014,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,246.8
2011,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,257.2
2016,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,276.6
2017,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,221.2
2012,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,226.3
2018,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,211.3
2015,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,273.5
2019,Consumo de agua por habitante y día,,,Alkiza,Litros per cápita diario,Alkiza,206.5
2015,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,174.4
2012,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,182.1
2018,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,175.1
2017,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,174.9
2019,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,176.7
2014,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,176.6
2016,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,176.1
2011,Consumo de agua por habitante y día,,,Alonsotegi,Litros per cápita diario,Alonsotegi,183.8
2019,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,144.6
2018,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,187.1
2014,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,173.5
2011,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,179.9
2017,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,157.3
2015,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,161.8
2016,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,166.5
2012,Consumo de agua por habitante y día,,,Altzaga,Litros per cápita diario,Altzaga,178.3
2016,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,177.7
2019,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,170.9
2012,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,156.4
2018,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,174.9
2017,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,178.1
2015,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,146.8
2014,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,160.7
2011,Consumo de agua por habitante y día,,,Altzo,Litros per cápita diario,Altzo,158.1
2015,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,150.4
2012,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,139.4
2016,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,156.8
2011,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,130.1
2017,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,155.4
2018,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,154.1
2014,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,160.0
2019,Consumo de agua por habitante y día,,,Amezketa,Litros per cápita diario,Amezketa,157.1
2017,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,152.5
2018,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,166.8
2015,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,177.4
2011,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,140.3
2019,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,164.3
2012,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,132.1
2016,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,154.3
2014,Consumo de agua por habitante y día,,,Amorebieta-Etxano,Litros per cápita diario,Amorebieta-Etxano,137.6
2011,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,183.8
2017,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,176.1
2016,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,181.1
2019,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,183.3
2018,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,176.9
2014,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,171.6
2015,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,173.3
2012,Consumo de agua por habitante y día,,,Amoroto,Litros per cápita diario,Amoroto,181.8
2012,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,221.5
2014,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,194.7
2018,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,205.8
2017,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,181.0
2019,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,199.5
2011,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,230.4
2015,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,198.3
2016,Consumo de agua por habitante y día,,,Amurrio,Litros per cápita diario,Amurrio,181.4
2019,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,149.6
2012,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,161.1
2011,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,157.0
2018,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,153.1
2015,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,170.9
2014,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,170.9
2016,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,171.5
2017,Consumo de agua por habitante y día,,,Andoain,Litros per cápita diario,Andoain,157.8
2016,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,154.1
2011,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,158.1
2017,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,154.3
2015,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,138.8
2019,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,149.0
2012,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,160.9
2018,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,152.8
2014,Consumo de agua por habitante y día,,,Anoeta,Litros per cápita diario,Anoeta,154.9
2012,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,159.3
2016,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,150.8
2014,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,156.0
2018,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,148.7
2011,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,158.1
2017,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,150.0
2015,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,144.5
2019,Consumo de agua por habitante y día,,,Antzuola,Litros per cápita diario,Antzuola,150.2
2015,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,239.4
2016,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,235.2
2012,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,193.2
2019,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,149.7
2017,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,213.1
2011,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,199.2
2014,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,192.4
2018,Consumo de agua por habitante y día,,,Añana,Litros per cápita diario,Añana,209.7
2017,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,161.3
2011,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,219.6
2019,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,128.4
2012,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,378.7
2018,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,160.4
2016,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,147.4
2014,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,351.8
2015,Consumo de agua por habitante y día,,,Arakaldo,Litros per cápita diario,Arakaldo,149.2
2016,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,153.5
2015,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,151.3
2018,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,140.0
2014,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,146.5
2019,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,130.4
2012,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,155.9
2011,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,166.5
2017,Consumo de agua por habitante y día,,,Arama,Litros per cápita diario,Arama,142.8
2014,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,145.1
2018,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,167.7
2015,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,156.0
2019,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,169.4
2012,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,158.4
2016,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,147.9
2017,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,168.0
2011,Consumo de agua por habitante y día,,,Aramaio,Litros per cápita diario,Aramaio,153.4
2012,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,188.2
2015,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,170.4
2017,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,175.0
2016,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,175.6
2019,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,176.4
2014,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,171.3
2011,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,183.8
2018,Consumo de agua por habitante y día,,,Arantzazu,Litros per cápita diario,Arantzazu,178.7
2017,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,175.2
2011,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,183.8
2019,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,176.2
2015,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,184.1
2014,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,181.1
2012,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,184.6
2016,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,179.0
2018,Consumo de agua por habitante y día,,,Areatza,Litros per cápita diario,Areatza,173.3
2015,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,155.7
2019,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,150.2
2011,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,164.3
2017,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,152.2
2018,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,149.3
2014,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,155.4
2012,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,159.5
2016,Consumo de agua por habitante y día,,,Aretxabaleta,Litros per cápita diario,Aretxabaleta,155.5
2019,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,202.7
2016,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,213.3
2018,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,215.2
2014,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,205.4
2015,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,208.1
2017,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,229.8
2012,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,218.2
2011,Consumo de agua por habitante y día,,,Armiñón,Litros per cápita diario,Armiñón,193.0
2016,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,323.9
2014,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,196.2
2012,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,195.6
2017,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,349.6
2018,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,351.1
2019,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,286.1
2011,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,263.8
2015,Consumo de agua por habitante y día,,,Arraia-Maeztu,Litros per cápita diario,Arraia-Maeztu,335.1
2019,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,170.6
2016,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,172.8
2014,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,164.8
2011,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,140.8
2017,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,171.3
2018,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,170.8
2012,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,155.4
2015,Consumo de agua por habitante y día,,,Arrankudiaga-Zollo,Litros per cápita diario,Arrankudiaga-Zollo,174.9
2018,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,153.1
2017,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,156.9
2015,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,157.5
2011,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,165.8
2019,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,154.7
2014,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,157.6
2016,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,159.4
2012,Consumo de agua por habitante y día,,,Arrasate/Mondragón,Litros per cápita diario,Arrasate/Mondragón,162.7
2015,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,162.6
2012,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,121.8
2018,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,165.0
2011,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,198.3
2017,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,171.5
2014,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,117.5
2019,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,154.2
2016,Consumo de agua por habitante y día,,,Arratzu,Litros per cápita diario,Arratzu,174.6
2014,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,148.2
2019,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,177.3
2017,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,142.1
2011,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,228.8
2016,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,149.3
2012,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,239.7
2018,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,145.0
2015,Consumo de agua por habitante y día,,,Arratzua-Ubarrundia,Litros per cápita diario,Arratzua-Ubarrundia,146.3
2015,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,260.7
2019,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,206.5
2011,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,287.2
2014,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,274.1
2017,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,281.3
2018,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,212.9
2012,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,299.8
2016,Consumo de agua por habitante y día,,,Arrieta,Litros per cápita diario,Arrieta,265.4
2014,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,177.0
2019,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,182.0
2018,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,178.9
2017,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,177.4
2015,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,176.1
2012,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,180.1
2011,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,183.8
2016,Consumo de agua por habitante y día,,,Arrigorriaga,Litros per cápita diario,Arrigorriaga,179.4
2018,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,180.9
2016,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,178.7
2015,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,173.2
2012,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,177.2
2011,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,183.8
2019,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,182.5
2017,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,180.7
2014,Consumo de agua por habitante y día,,,Artea,Litros per cápita diario,Artea,173.8
2011,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,242.7
2016,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,488.2
2017,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,577.3
2014,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,463.0
2019,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,572.8
2015,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,497.0
2012,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,444.8
2018,Consumo de agua por habitante y día,,,Artzentales,Litros per cápita diario,Artzentales,583.0
2018,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,181.8
2016,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,181.5
2011,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,209.0
2012,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,176.1
2015,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,182.7
2019,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,167.5
2014,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,180.6
2017,Consumo de agua por habitante y día,,,Artziniega,Litros per cápita diario,Artziniega,166.1
2016,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,539.9
2011,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,679.8
2015,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,534.4
2019,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,586.2
2017,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,606.5
2018,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,552.4
2014,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,574.2
2012,Consumo de agua por habitante y día,,,Asparrena,Litros per cápita diario,Asparrena,641.6
2019,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,147.5
2015,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,144.4
2014,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,156.2
2012,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,157.8
2017,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,152.1
2016,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,155.2
2018,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,149.1
2011,Consumo de agua por habitante y día,,,Asteasu,Litros per cápita diario,Asteasu,158.1
2014,Consumo de agua por habitante y día,,,Astigarraga,Litros per cápita diario,Astigarraga,178.0
2015,Consumo de agua por habitante y día,,,Astigarraga,Litros per cápita diario,Astigarraga,173.3
2012,Consumo de agua por habitante y día,,,Astigarraga,Litros per cápita diario,Astigarraga,186.1
2019,Consumo de agua por habitante y día,,,Astigarraga,Litros per cápita diario,Astigarraga,177.3
