Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2021,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2022,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2017,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2010,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2019,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2012,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2013,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2014,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2011,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2018,M,,,Berantevilla,PER_100000_POP,Berantevilla,0.0
2021,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2019,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2014,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2018,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2017,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2012,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2020,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2023,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2022,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2015,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2013,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2011,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2010,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2016,M,,,Berastegi,PER_100000_POP,Berastegi,0.0
2016,M,,,Bergara,PER_100000_POP,Bergara,0.0
2023,M,,,Bergara,PER_100000_POP,Bergara,0.0
2020,M,,,Bergara,PER_100000_POP,Bergara,0.0
2022,M,,,Bergara,PER_100000_POP,Bergara,13.63
2015,M,,,Bergara,PER_100000_POP,Bergara,0.0
2021,M,,,Bergara,PER_100000_POP,Bergara,0.0
2019,M,,,Bergara,PER_100000_POP,Bergara,0.0
2018,M,,,Bergara,PER_100000_POP,Bergara,0.0
2011,M,,,Bergara,PER_100000_POP,Bergara,0.0
2017,M,,,Bergara,PER_100000_POP,Bergara,0.0
2014,M,,,Bergara,PER_100000_POP,Bergara,0.0
2013,M,,,Bergara,PER_100000_POP,Bergara,0.0
2012,M,,,Bergara,PER_100000_POP,Bergara,0.0
2010,M,,,Bergara,PER_100000_POP,Bergara,0.0
2012,M,,,ES48017,PER_100000_POP,ES48017,0.0
2018,M,,,ES48017,PER_100000_POP,ES48017,0.0
2014,M,,,ES48017,PER_100000_POP,ES48017,0.0
2010,M,,,ES48017,PER_100000_POP,ES48017,0.0
2019,M,,,ES48017,PER_100000_POP,ES48017,0.0
2016,M,,,ES48017,PER_100000_POP,ES48017,0.0
2023,M,,,ES48017,PER_100000_POP,ES48017,12.0
2022,M,,,ES48017,PER_100000_POP,ES48017,0.0
2021,M,,,ES48017,PER_100000_POP,ES48017,0.0
2020,M,,,ES48017,PER_100000_POP,ES48017,0.0
2017,M,,,ES48017,PER_100000_POP,ES48017,0.0
2015,M,,,ES48017,PER_100000_POP,ES48017,0.0
2013,M,,,ES48017,PER_100000_POP,ES48017,0.0
2011,M,,,ES48017,PER_100000_POP,ES48017,0.0
2016,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2010,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2017,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2023,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2011,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2015,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2021,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2013,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2012,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2018,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2020,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2019,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2014,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2022,M,,,Bernedo,PER_100000_POP,Bernedo,0.0
2023,M,,,ES48018,PER_100000_POP,ES48018,0.0
2017,M,,,ES48018,PER_100000_POP,ES48018,0.0
2019,M,,,ES48018,PER_100000_POP,ES48018,0.0
2010,M,,,ES48018,PER_100000_POP,ES48018,0.0
2020,M,,,ES48018,PER_100000_POP,ES48018,0.0
2022,M,,,ES48018,PER_100000_POP,ES48018,0.0
2021,M,,,ES48018,PER_100000_POP,ES48018,0.0
2013,M,,,ES48018,PER_100000_POP,ES48018,0.0
2018,M,,,ES48018,PER_100000_POP,ES48018,0.0
2016,M,,,ES48018,PER_100000_POP,ES48018,0.0
2015,M,,,ES48018,PER_100000_POP,ES48018,0.0
2014,M,,,ES48018,PER_100000_POP,ES48018,0.0
2012,M,,,ES48018,PER_100000_POP,ES48018,0.0
2011,M,,,ES48018,PER_100000_POP,ES48018,0.0
2015,M,,,ES48019,PER_100000_POP,ES48019,0.0
2017,M,,,ES48019,PER_100000_POP,ES48019,0.0
2018,M,,,ES48019,PER_100000_POP,ES48019,42.17
2010,M,,,ES48019,PER_100000_POP,ES48019,0.0
2021,M,,,ES48019,PER_100000_POP,ES48019,0.0
2019,M,,,ES48019,PER_100000_POP,ES48019,0.0
2022,M,,,ES48019,PER_100000_POP,ES48019,0.0
2020,M,,,ES48019,PER_100000_POP,ES48019,0.0
2023,M,,,ES48019,PER_100000_POP,ES48019,0.0
2013,M,,,ES48019,PER_100000_POP,ES48019,0.0
2011,M,,,ES48019,PER_100000_POP,ES48019,0.0
2016,M,,,ES48019,PER_100000_POP,ES48019,0.0
2014,M,,,ES48019,PER_100000_POP,ES48019,0.0
2012,M,,,ES48019,PER_100000_POP,ES48019,0.0
2019,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2023,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2021,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2022,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2020,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2017,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2018,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2016,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2014,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2013,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2012,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2011,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2010,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2015,M,,,Berrobi,PER_100000_POP,Berrobi,0.0
2014,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2016,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2023,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2020,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2019,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2012,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2013,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2022,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2018,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2021,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2010,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2017,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2015,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2011,M,,,Bidania-Goiatz,PER_100000_POP,Bidania-Goiatz,0.0
2010,M,,,ES48020,PER_100000_POP,ES48020,0.0
2021,M,,,ES48020,PER_100000_POP,ES48020,0.0
2013,M,,,ES48020,PER_100000_POP,ES48020,0.61
2023,M,,,ES48020,PER_100000_POP,ES48020,0.0
2019,M,,,ES48020,PER_100000_POP,ES48020,0.0
2015,M,,,ES48020,PER_100000_POP,ES48020,0.0
2022,M,,,ES48020,PER_100000_POP,ES48020,0.0
2020,M,,,ES48020,PER_100000_POP,ES48020,0.0
2011,M,,,ES48020,PER_100000_POP,ES48020,0.0
2018,M,,,ES48020,PER_100000_POP,ES48020,0.0
2017,M,,,ES48020,PER_100000_POP,ES48020,0.62
2016,M,,,ES48020,PER_100000_POP,ES48020,0.0
2014,M,,,ES48020,PER_100000_POP,ES48020,0.0
2012,M,,,ES48020,PER_100000_POP,ES48020,0.0
2017,M,,,ES48021,PER_100000_POP,ES48021,0.0
2019,M,,,ES48021,PER_100000_POP,ES48021,0.0
2022,M,,,ES48021,PER_100000_POP,ES48021,0.0
2015,M,,,ES48021,PER_100000_POP,ES48021,0.0
2014,M,,,ES48021,PER_100000_POP,ES48021,0.0
2023,M,,,ES48021,PER_100000_POP,ES48021,0.0
2016,M,,,ES48021,PER_100000_POP,ES48021,0.0
2021,M,,,ES48021,PER_100000_POP,ES48021,0.0
2020,M,,,ES48021,PER_100000_POP,ES48021,0.0
2018,M,,,ES48021,PER_100000_POP,ES48021,0.0
2013,M,,,ES48021,PER_100000_POP,ES48021,0.0
2012,M,,,ES48021,PER_100000_POP,ES48021,0.0
2011,M,,,ES48021,PER_100000_POP,ES48021,0.0
2010,M,,,ES48021,PER_100000_POP,ES48021,0.0
2016,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2018,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2013,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2023,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2019,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2011,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2020,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2022,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2012,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2015,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2014,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2017,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2010,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2021,M,,,Campezo / Kanpezu,PER_100000_POP,Campezo / Kanpezu,0.0
2014,M,,,Deba,PER_100000_POP,Deba,0.0
2023,M,,,Deba,PER_100000_POP,Deba,0.0
2018,M,,,Deba,PER_100000_POP,Deba,0.0
2022,M,,,Deba,PER_100000_POP,Deba,0.0
2021,M,,,Deba,PER_100000_POP,Deba,0.0
2020,M,,,Deba,PER_100000_POP,Deba,0.0
2019,M,,,Deba,PER_100000_POP,Deba,0.0
2017,M,,,Deba,PER_100000_POP,Deba,0.0
2016,M,,,Deba,PER_100000_POP,Deba,0.0
2011,M,,,Deba,PER_100000_POP,Deba,0.0
2015,M,,,Deba,PER_100000_POP,Deba,0.0
2013,M,,,Deba,PER_100000_POP,Deba,0.0
2012,M,,,Deba,PER_100000_POP,Deba,0.0
2010,M,,,Deba,PER_100000_POP,Deba,0.0
2017,M,,,ES48901,PER_100000_POP,ES48901,0.0
2020,M,,,ES48901,PER_100000_POP,ES48901,0.0
2013,M,,,ES48901,PER_100000_POP,ES48901,0.0
2022,M,,,ES48901,PER_100000_POP,ES48901,0.0
2021,M,,,ES48901,PER_100000_POP,ES48901,0.0
2019,M,,,ES48901,PER_100000_POP,ES48901,0.0
2023,M,,,ES48901,PER_100000_POP,ES48901,0.0
2015,M,,,ES48901,PER_100000_POP,ES48901,0.0
2011,M,,,ES48901,PER_100000_POP,ES48901,0.0
2018,M,,,ES48901,PER_100000_POP,ES48901,0.0
2016,M,,,ES48901,PER_100000_POP,ES48901,0.0
2010,M,,,ES48901,PER_100000_POP,ES48901,0.0
2014,M,,,ES48901,PER_100000_POP,ES48901,0.0
2012,M,,,ES48901,PER_100000_POP,ES48901,0.0
2016,M,,,ES48026,PER_100000_POP,ES48026,0.0
2014,M,,,ES48026,PER_100000_POP,ES48026,0.0
2023,M,,,ES48026,PER_100000_POP,ES48026,0.0
2018,M,,,ES48026,PER_100000_POP,ES48026,0.0
2020,M,,,ES48026,PER_100000_POP,ES48026,0.0
2012,M,,,ES48026,PER_100000_POP,ES48026,0.0
2022,M,,,ES48026,PER_100000_POP,ES48026,0.0
2021,M,,,ES48026,PER_100000_POP,ES48026,0.0
2019,M,,,ES48026,PER_100000_POP,ES48026,0.0
2017,M,,,ES48026,PER_100000_POP,ES48026,0.0
2015,M,,,ES48026,PER_100000_POP,ES48026,0.0
2013,M,,,ES48026,PER_100000_POP,ES48026,0.0
2011,M,,,ES48026,PER_100000_POP,ES48026,0.0
2010,M,,,ES48026,PER_100000_POP,ES48026,0.0
2022,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2018,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2013,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,2.37
2023,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2021,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2011,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2019,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2020,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2015,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2016,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2017,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2014,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2012,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,0.0
2010,M,,,Donostia / San Sebastián,PER_100000_POP,Donostia / San Sebastián,1.17
2021,M,,,ES48027,PER_100000_POP,ES48027,0.0
2015,M,,,ES48027,PER_100000_POP,ES48027,0.0
2013,M,,,ES48027,PER_100000_POP,ES48027,0.0
2023,M,,,ES48027,PER_100000_POP,ES48027,0.0
2018,M,,,ES48027,PER_100000_POP,ES48027,0.0
2010,M,,,ES48027,PER_100000_POP,ES48027,0.0
2019,M,,,ES48027,PER_100000_POP,ES48027,0.0
2020,M,,,ES48027,PER_100000_POP,ES48027,0.0
2011,M,,,ES48027,PER_100000_POP,ES48027,0.0
2012,M,,,ES48027,PER_100000_POP,ES48027,0.0
2022,M,,,ES48027,PER_100000_POP,ES48027,0.0
2017,M,,,ES48027,PER_100000_POP,ES48027,0.0
2016,M,,,ES48027,PER_100000_POP,ES48027,0.0
2014,M,,,ES48027,PER_100000_POP,ES48027,0.0
2017,M,,,ES48028,PER_100000_POP,ES48028,0.0
2022,M,,,ES48028,PER_100000_POP,ES48028,0.0
2016,M,,,ES48028,PER_100000_POP,ES48028,0.0
2014,M,,,ES48028,PER_100000_POP,ES48028,0.0
2012,M,,,ES48028,PER_100000_POP,ES48028,0.0
2020,M,,,ES48028,PER_100000_POP,ES48028,0.0
2018,M,,,ES48028,PER_100000_POP,ES48028,0.0
2023,M,,,ES48028,PER_100000_POP,ES48028,0.0
2021,M,,,ES48028,PER_100000_POP,ES48028,0.0
2019,M,,,ES48028,PER_100000_POP,ES48028,0.0
2015,M,,,ES48028,PER_100000_POP,ES48028,0.0
2013,M,,,ES48028,PER_100000_POP,ES48028,0.0
2011,M,,,ES48028,PER_100000_POP,ES48028,0.0
2010,M,,,ES48028,PER_100000_POP,ES48028,0.0
2013,M,,,Eibar,PER_100000_POP,Eibar,0.0
2015,M,,,Eibar,PER_100000_POP,Eibar,0.0
2012,M,,,Eibar,PER_100000_POP,Eibar,0.0
2014,M,,,Eibar,PER_100000_POP,Eibar,0.0
2023,M,,,Eibar,PER_100000_POP,Eibar,0.0
2010,M,,,Eibar,PER_100000_POP,Eibar,0.0
2022,M,,,Eibar,PER_100000_POP,Eibar,7.67
2021,M,,,Eibar,PER_100000_POP,Eibar,0.0
2020,M,,,Eibar,PER_100000_POP,Eibar,0.0
2016,M,,,Eibar,PER_100000_POP,Eibar,0.0
2019,M,,,Eibar,PER_100000_POP,Eibar,0.0
2018,M,,,Eibar,PER_100000_POP,Eibar,0.0
2017,M,,,Eibar,PER_100000_POP,Eibar,0.0
2011,M,,,Eibar,PER_100000_POP,Eibar,0.0
2021,M,,,ES48031,PER_100000_POP,ES48031,0.0
2011,M,,,ES48031,PER_100000_POP,ES48031,0.0
2020,M,,,ES48031,PER_100000_POP,ES48031,0.0
2013,M,,,ES48031,PER_100000_POP,ES48031,0.0
2017,M,,,ES48031,PER_100000_POP,ES48031,0.0
2022,M,,,ES48031,PER_100000_POP,ES48031,0.0
2023,M,,,ES48031,PER_100000_POP,ES48031,0.0
2015,M,,,ES48031,PER_100000_POP,ES48031,0.0
2019,M,,,ES48031,PER_100000_POP,ES48031,0.0
2018,M,,,ES48031,PER_100000_POP,ES48031,0.0
2016,M,,,ES48031,PER_100000_POP,ES48031,0.0
2014,M,,,ES48031,PER_100000_POP,ES48031,0.0
2012,M,,,ES48031,PER_100000_POP,ES48031,0.0
2010,M,,,ES48031,PER_100000_POP,ES48031,0.0
2012,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2016,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2022,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2011,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2018,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2010,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2019,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2015,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2013,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2023,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2021,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2014,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2020,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2017,M,,,Elburgo / Burgelu,PER_100000_POP,Elburgo / Burgelu,0.0
2022,M,,,Elciego,PER_100000_POP,Elciego,0.0
2017,M,,,Elciego,PER_100000_POP,Elciego,0.0
2019,M,,,Elciego,PER_100000_POP,Elciego,0.0
2020,M,,,Elciego,PER_100000_POP,Elciego,0.0
2010,M,,,Elciego,PER_100000_POP,Elciego,0.0
2012,M,,,Elciego,PER_100000_POP,Elciego,0.0
2013,M,,,Elciego,PER_100000_POP,Elciego,0.0
2016,M,,,Elciego,PER_100000_POP,Elciego,0.0
2018,M,,,Elciego,PER_100000_POP,Elciego,0.0
2021,M,,,Elciego,PER_100000_POP,Elciego,0.0
2023,M,,,Elciego,PER_100000_POP,Elciego,0.0
2011,M,,,Elciego,PER_100000_POP,Elciego,0.0
2015,M,,,Elciego,PER_100000_POP,Elciego,0.0
2014,M,,,Elciego,PER_100000_POP,Elciego,0.0
2020,M,,,Elduain,PER_100000_POP,Elduain,0.0
2017,M,,,Elduain,PER_100000_POP,Elduain,0.0
2014,M,,,Elduain,PER_100000_POP,Elduain,0.0
2010,M,,,Elduain,PER_100000_POP,Elduain,0.0
2023,M,,,Elduain,PER_100000_POP,Elduain,0.0
2022,M,,,Elduain,PER_100000_POP,Elduain,0.0
2021,M,,,Elduain,PER_100000_POP,Elduain,0.0
2015,M,,,Elduain,PER_100000_POP,Elduain,0.0
2019,M,,,Elduain,PER_100000_POP,Elduain,0.0
2018,M,,,Elduain,PER_100000_POP,Elduain,0.0
2016,M,,,Elduain,PER_100000_POP,Elduain,0.0
2011,M,,,Elduain,PER_100000_POP,Elduain,0.0
2013,M,,,Elduain,PER_100000_POP,Elduain,0.0
2012,M,,,Elduain,PER_100000_POP,Elduain,0.0
2023,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2013,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2015,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2022,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2021,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2012,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2020,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2018,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2017,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2016,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2014,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2011,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2010,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2019,M,,,Elgeta,PER_100000_POP,Elgeta,0.0
2016,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2022,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2019,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2021,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2020,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2018,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2017,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2013,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2015,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2010,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2014,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2012,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2011,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2023,M,,,Elgoibar,PER_100000_POP,Elgoibar,0.0
2021,M,,,ES48032,PER_100000_POP,ES48032,0.0
2020,M,,,ES48032,PER_100000_POP,ES48032,0.0
2014,M,,,ES48032,PER_100000_POP,ES48032,0.0
2018,M,,,ES48032,PER_100000_POP,ES48032,0.0
2015,M,,,ES48032,PER_100000_POP,ES48032,27.43
2010,M,,,ES48032,PER_100000_POP,ES48032,28.0
2019,M,,,ES48032,PER_100000_POP,ES48032,0.0
2011,M,,,ES48032,PER_100000_POP,ES48032,0.0
2016,M,,,ES48032,PER_100000_POP,ES48032,0.0
2023,M,,,ES48032,PER_100000_POP,ES48032,0.0
2022,M,,,ES48032,PER_100000_POP,ES48032,0.0
2012,M,,,ES48032,PER_100000_POP,ES48032,0.0
2017,M,,,ES48032,PER_100000_POP,ES48032,0.0
2013,M,,,ES48032,PER_100000_POP,ES48032,0.0
2021,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2010,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2011,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2017,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2022,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2018,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2013,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2016,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2020,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2015,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2023,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2014,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2012,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2019,M,,,Elvillar / Bilar,PER_100000_POP,Elvillar / Bilar,0.0
2023,M,,,ES48902,PER_100000_POP,ES48902,0.0
2017,M,,,ES48902,PER_100000_POP,ES48902,0.0
2022,M,,,ES48902,PER_100000_POP,ES48902,0.0
2015,M,,,ES48902,PER_100000_POP,ES48902,0.0
2018,M,,,ES48902,PER_100000_POP,ES48902,0.0
2019,M,,,ES48902,PER_100000_POP,ES48902,0.0
2010,M,,,ES48902,PER_100000_POP,ES48902,0.0
2014,M,,,ES48902,PER_100000_POP,ES48902,0.0
2021,M,,,ES48902,PER_100000_POP,ES48902,0.0
2016,M,,,ES48902,PER_100000_POP,ES48902,0.0
2011,M,,,ES48902,PER_100000_POP,ES48902,0.0
2020,M,,,ES48902,PER_100000_POP,ES48902,0.0
2013,M,,,ES48902,PER_100000_POP,ES48902,0.0
2012,M,,,ES48902,PER_100000_POP,ES48902,0.0
2015,M,,,ES48033,PER_100000_POP,ES48033,0.0
2017,M,,,ES48033,PER_100000_POP,ES48033,0.0
2018,M,,,ES48033,PER_100000_POP,ES48033,0.0
2011,M,,,ES48033,PER_100000_POP,ES48033,0.0
2019,M,,,ES48033,PER_100000_POP,ES48033,0.0
2021,M,,,ES48033,PER_100000_POP,ES48033,0.0
2023,M,,,ES48033,PER_100000_POP,ES48033,0.0
2022,M,,,ES48033,PER_100000_POP,ES48033,0.0
2020,M,,,ES48033,PER_100000_POP,ES48033,0.0
2016,M,,,ES48033,PER_100000_POP,ES48033,0.0
2014,M,,,ES48033,PER_100000_POP,ES48033,0.0
2013,M,,,ES48033,PER_100000_POP,ES48033,0.0
2012,M,,,ES48033,PER_100000_POP,ES48033,0.0
2010,M,,,ES48033,PER_100000_POP,ES48033,0.0
2015,M,,,ES48034,PER_100000_POP,ES48034,0.0
2023,M,,,ES48034,PER_100000_POP,ES48034,0.0
2016,M,,,ES48034,PER_100000_POP,ES48034,0.0
2020,M,,,ES48034,PER_100000_POP,ES48034,0.0
2022,M,,,ES48034,PER_100000_POP,ES48034,0.0
2012,M,,,ES48034,PER_100000_POP,ES48034,0.0
2018,M,,,ES48034,PER_100000_POP,ES48034,0.0
2014,M,,,ES48034,PER_100000_POP,ES48034,0.0
2021,M,,,ES48034,PER_100000_POP,ES48034,0.0
2010,M,,,ES48034,PER_100000_POP,ES48034,0.0
2019,M,,,ES48034,PER_100000_POP,ES48034,0.0
2017,M,,,ES48034,PER_100000_POP,ES48034,0.0
2013,M,,,ES48034,PER_100000_POP,ES48034,0.0
2011,M,,,ES48034,PER_100000_POP,ES48034,0.0
2011,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2022,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2021,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2023,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2017,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2019,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2016,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2018,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2013,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2012,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
