Year,Series,Valor,Territorio,Comarca,Municipio,Units,GeoCode,Value
2016,NV_IND_MANFPC,NOM,,,ES48065,EUR_PER_CAPITA,ES48065,5096.3
2014,NV_IND_MANFPC,NOM,,,ES48065,EUR_PER_CAPITA,ES48065,3534.5
2018,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,21.6
2014,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,17.8
2019,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,17.8
2020,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,19.7
2016,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,25
2017,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,22.7
2021,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,25.8
2015,NV_IND_MANFPC,NOM,,,ES48065,EUR_PER_CAPITA,ES48065,3900.9
2019,NV_IND_MANFPC,NOM,,,ES48065,EUR_PER_CAPITA,ES48065,3796.9
2017,NV_IND_MANFPC,NOM,,,ES48065,EUR_PER_CAPITA,ES48065,4815.8
2015,NV_IND_MANF,NOM,,,ES48065,PT,ES48065,20.5
2020,NV_IND_MANFPC,NOM,,,ES48065,EUR_PER_CAPITA,ES48065,3800.3
2014,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,35.5
2018,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,6979.9
2021,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,7677.2
2016,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,9667.8
2015,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,10304.5
2020,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,7724.8
2017,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,10135.1
2018,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,17.9
2016,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,34
2014,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,9846.3
2020,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,17.9
2015,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,32.9
2019,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,19.4
2017,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,27.4
2021,NV_IND_MANF,NOM,,,ES48089,PT,ES48089,17.7
2019,NV_IND_MANFPC,NOM,,,ES48089,EUR_PER_CAPITA,ES48089,9450.6
2019,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1580.3
2016,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1573.7
2017,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1475.4
2020,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1217.7
2016,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,11.1
2018,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,9.1
2019,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,10.3
2014,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,7.7
2020,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,8.7
2015,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,11.7
2017,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,10.1
2021,NV_IND_MANF,NOM,,,ES48074,PT,ES48074,9.7
2015,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1629.2
2014,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1067
2018,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1392.1
2021,NV_IND_MANFPC,NOM,,,ES48074,EUR_PER_CAPITA,ES48074,1408.7
2017,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,6188.3
2020,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,7385.1
2016,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,6507.4
2014,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,6620.6
2015,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,5544.1
2021,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,10206.7
2016,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,32.3
2019,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,7008.7
2017,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,32.5
2019,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,38.1
2018,NV_IND_MANFPC,NOM,,,ES01054,EUR_PER_CAPITA,ES01054,6192
2020,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,40.5
2018,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,33.6
2014,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,32.9
2015,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,28.3
2021,NV_IND_MANF,NOM,,,ES01054,PT,ES01054,48
2015,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,21.8
2020,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,19.1
2019,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,21.3
2014,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,25.6
2018,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,20.1
2016,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,23.8
2017,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,21
2021,NV_IND_MANF,NOM,,,ES20072,PT,ES20072,18.2
2018,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,8508.6
2015,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,7616.1
2021,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,7886.8
2014,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,8736.2
2016,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,8893.4
2020,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,7595.3
2019,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,8998
2017,NV_IND_MANFPC,NOM,,,ES20072,EUR_PER_CAPITA,ES20072,8439.3
2015,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,18.2
2019,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,20.5
2017,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,18.5
2021,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,19.6
2014,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,17.8
2016,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,16.9
2018,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,19.1
2020,NV_IND_MANF,NOM,,,ES20077,PT,ES20077,19.7
2021,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,4468.8
2014,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,3072.1
2015,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,3330.7
2019,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,4671.9
2017,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,4047.1
2016,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,3422.5
2018,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,4489.2
2020,NV_IND_MANFPC,NOM,,,ES20077,EUR_PER_CAPITA,ES20077,4165.5
2020,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,30.6
2015,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,29.3
2014,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,29.8
2019,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,28.6
2018,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,26.8
2017,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,29
2021,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,34.4
2021,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,17637.8
2015,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,12291.1
2016,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,13332.4
2019,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,15343.7
2018,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,13048.1
2014,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,12451.7
2017,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,12988.6
2020,NV_IND_MANFPC,NOM,,,ES20073,EUR_PER_CAPITA,ES20073,14943.3
2016,NV_IND_MANF,NOM,,,ES20073,PT,ES20073,29.7
2019,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,3482.4
2014,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,3263.5
2016,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,3074
2017,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,2935.1
2021,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,672.2
2018,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,3330.8
2015,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,3737.7
2020,NV_IND_MANFPC,NOM,,,ES01055,EUR_PER_CAPITA,ES01055,1301
2020,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,6.2
2016,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,11.4
2015,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,15.1
2014,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,13.6
2019,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,14.9
2018,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,13.5
2021,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,3.1
2017,NV_IND_MANF,NOM,,,ES01055,PT,ES01055,11.9
2020,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,12953.6
2016,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,14510.7
2015,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,11691.6
2017,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,13605.7
2019,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,26.3
2018,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,26.3
2016,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,28.9
2014,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,33.9
2020,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,25.4
2015,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,26.2
2017,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,26.3
2021,NV_IND_MANF,NOM,,,ES48080,PT,ES48080,27.8
2018,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,13952.4
2014,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,16073.2
2021,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,16152
2019,NV_IND_MANFPC,NOM,,,ES48080,EUR_PER_CAPITA,ES48080,15548.3
2019,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,19.8
2014,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,17.4
2017,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,18.7
2021,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,19.1
2016,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,20.6
2018,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,17.8
2020,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,20.7
2015,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,3638.1
2016,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,3759
2019,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,4395
2021,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,4007.7
2014,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,2926
2017,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,3624.7
2018,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,3625.7
2020,NV_IND_MANFPC,NOM,,,ES20075,EUR_PER_CAPITA,ES20075,4055.5
2015,NV_IND_MANF,NOM,,,ES20075,PT,ES20075,19.7
2020,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,46306.6
2019,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,62665.5
2018,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,63432.8
2014,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,47555.2
2017,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,64302.1
2021,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,47136.1
2016,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,51.8
2016,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,52388
2015,NV_IND_MANFPC,NOM,,,ES01057,EUR_PER_CAPITA,ES01057,49642.4
2017,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,58.4
2014,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,59
2019,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,58.9
2018,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,58
2015,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,56.4
2021,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,60.5
2020,NV_IND_MANF,NOM,,,ES01057,PT,ES01057,61.1
2019,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,7508.2
2018,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,7533.7
2016,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,7254.5
2021,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,7434.9
2014,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,6501.6
2020,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,6574.9
2017,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,7485.8
2014,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,20.1
2015,NV_IND_MANFPC,NOM,,,ES01059,EUR_PER_CAPITA,ES01059,7062.8
2019,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,20.1
2020,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,19.5
2016,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,21
2021,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,20.5
2015,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,21.2
2018,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,20.8
2017,NV_IND_MANF,NOM,,,ES01059,PT,ES01059,21.3
2019,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,4026.7
2017,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,12.8
2014,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,2956.8
2020,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,2298.1
2016,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,3558.5
2018,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,4365
2020,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,8.3
2021,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,2302.6
2015,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,2886.8
2017,NV_IND_MANFPC,NOM,,,ES01060,EUR_PER_CAPITA,ES01060,4542.6
2021,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,7.2
2019,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,11.2
2014,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,14.4
2016,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,11.8
2015,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,11.3
2018,NV_IND_MANF,NOM,,,ES01060,PT,ES01060,11.1
2019,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,18810.7
2018,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,19411.7
2014,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,51.7
2015,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,54.1
2016,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,54.4
2017,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,47.6
2020,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,39.3
2021,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,43.5
2016,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,18830
2020,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,13229.6
2014,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,15781.2
2021,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,18136.9
2015,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,17129.5
2018,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,48.2
2017,NV_IND_MANFPC,NOM,,,ES48095,EUR_PER_CAPITA,ES48095,18958.7
2019,NV_IND_MANF,NOM,,,ES48095,PT,ES48095,45
2015,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,25.5
2019,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,25.7
2017,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,24.7
2021,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,27.8
2014,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,23.2
2016,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,23.1
2018,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,27.1
2020,NV_IND_MANF,NOM,,,ES20078,PT,ES20078,26
2021,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4957.6
2015,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4303.8
2019,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4921.5
2017,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4578.3
2016,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4521.7
2018,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,5012.3
2020,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4487.6
2014,NV_IND_MANFPC,NOM,,,ES20078,EUR_PER_CAPITA,ES20078,4280.5
2020,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2015,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2016,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2014,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2015,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2021,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2019,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2017,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2020,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2018,NV_IND_MANFPC,NOM,,,ES01061,EUR_PER_CAPITA,ES01061,0
2021,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2014,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2018,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2019,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2017,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2016,NV_IND_MANF,NOM,,,ES01061,PT,ES01061,0
2016,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1718.1
2019,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,7.9
2018,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1205.8
2015,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1047.9
2015,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,6.4
2016,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,9.9
2017,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,6.6
2020,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,8
2019,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1608.4
2020,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1533.2
2014,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1644.1
2021,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1564.7
2017,NV_IND_MANFPC,NOM,,,ES48096,EUR_PER_CAPITA,ES48096,1139.5
2021,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,8
2014,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,10
2018,NV_IND_MANF,NOM,,,ES48096,PT,ES48096,6.9
2021,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0
2020,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,106.3
2017,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0.8
2015,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,124.8
2018,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,109.2
2021,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,0
2014,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,120.7
2016,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,114.4
2015,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,1
2018,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0.8
2014,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0.8
2019,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,120.2
2017,NV_IND_MANFPC,NOM,,,ES01062,EUR_PER_CAPITA,ES01062,110.7
2016,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0.9
2020,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0.7
2019,NV_IND_MANF,NOM,,,ES01062,PT,ES01062,0.9
2020,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,40.4
2018,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,39.2
2015,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,152743.7
2019,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,37.4
2021,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,38.4
2019,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,198625.8
2020,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,189340.9
2017,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,38.6
2017,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,173484.3
2014,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,158746.1
2016,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,36.6
2015,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,41.1
2014,NV_IND_MANF,NOM,,,ES48905,PT,ES48905,40.9
2018,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,176601
2021,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,173814.8
2016,NV_IND_MANFPC,NOM,,,ES48905,EUR_PER_CAPITA,ES48905,158319.6
2021,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,19822.5
2016,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,20639.3
2017,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,40.6
2018,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,23106
2020,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,33
2020,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,18017.6
2019,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,40.3
2016,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,39.8
2017,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,20771.7
2014,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,19652.4
2015,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,20772.6
2021,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,33.2
2019,NV_IND_MANFPC,NOM,,,ES48097,EUR_PER_CAPITA,ES48097,23599.8
2015,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,39.5
2014,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,40.2
2018,NV_IND_MANF,NOM,,,ES48097,PT,ES48097,41.1
2016,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.6
2019,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.5
2020,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10
2017,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.6
2021,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.4
2018,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.6
2014,NV_IND_MANF,NOM,,,ES20079,PT,ES20079,10.2
2015,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,2982.5
2019,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,3058
2021,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,2997.1
2017,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,3072
2014,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,2654.2
2016,NV_IND_MANFPC,NOM,,,ES20079,EUR_PER_CAPITA,ES20079,3016.1
